#ID        name                 Mass               Z                  spin               SN                 Tstart             Tend               Dtout              Seed             
123        881719928542302      94.446             0.002              0.0                rapid              zams               end                events         990539563817509  
124        360143992437476      10.853             0.002              0.0                rapid              zams               end                events         718580651802176  
125        584535283913714      48.893             0.002              0.0                rapid              zams               end                events         384268268793915  
126        627578574920077      11.650             0.002              0.0                rapid              zams               end                events         995311398124917  
127        581370651297909      12.382             0.002              0.0                rapid              zams               end                events         812238243134528  
128        742543975973834      21.007             0.002              0.0                rapid              zams               end                events         265641450427478  
129        145754259334825      12.666             0.002              0.0                rapid              zams               end                events         374271130403745  
130        940965912227123      20.090             0.002              0.0                rapid              zams               end                events         914535952300723  
131        236997901248848      14.697             0.002              0.0                rapid              zams               end                events         315296562837173  
132        157729843495059      25.786             0.002              0.0                rapid              zams               end                events         810647890278856  
133        415336196946526      32.000             0.002              0.0                rapid              zams               end                events         411081071654302  
134        329203562063148      12.774             0.002              0.0                rapid              zams               end                events         804767995716538  
135        769405566313289      12.171             0.002              0.0                rapid              zams               end                events         917221546509979  
136        103812899789165      30.786             0.002              0.0                rapid              zams               end                events         471844360937503  
137        748712960975889      18.416             0.002              0.0                rapid              zams               end                events         684027308249618  
138        766656758864109      13.414             0.002              0.0                rapid              zams               end                events         211466857683823  
139        584277185536909      35.916             0.002              0.0                rapid              zams               end                events         563094797926779  
140        448502872295104      40.352             0.002              0.0                rapid              zams               end                events         62445488770376   
141        736922115536385      143.531            0.002              0.0                rapid              zams               end                events         41019351096759   
142        775798793109449      36.967             0.002              0.0                rapid              zams               end                events         681787748122483  
143        873381714025055      13.063             0.002              0.0                rapid              zams               end                events         230689215523005  
144        811739778013526      15.994             0.002              0.0                rapid              zams               end                events         959894571000161  
145        689832667441174      11.781             0.002              0.0                rapid              zams               end                events         605584923895886  
146        929225508535208      69.758             0.002              0.0                rapid              zams               end                events         473208303783560  
147        960044516573718      34.300             0.002              0.0                rapid              zams               end                events         381587808464736  
148        730598754080608      23.061             0.002              0.0                rapid              zams               end                events         472909986916349  
149        985149701348071      30.139             0.002              0.0                rapid              zams               end                events         903676748269697  
150        896980385788239      13.798             0.002              0.0                rapid              zams               end                events         234613716246382  
151        172510768763235      13.371             0.002              0.0                rapid              zams               end                events         656160963573460  
152        637810245889459      26.205             0.002              0.0                rapid              zams               end                events         566859104517442  
153        576154293559317      15.447             0.002              0.0                rapid              zams               end                events         656374453071179  
154        645939942684566      12.206             0.002              0.0                rapid              zams               end                events         560756160301680  
155        443714159999001      13.813             0.002              0.0                rapid              zams               end                events         89487466225137   
156        624213497106525      13.371             0.002              0.0                rapid              zams               end                events         290420624715863  
157        535493576666523      16.870             0.002              0.0                rapid              zams               end                events         834799643286769  
158        500202633423000      42.517             0.002              0.0                rapid              zams               end                events         969309476317883  
159        573866600112571      45.610             0.002              0.0                rapid              zams               end                events         416494401122977  
160        700345329329758      74.746             0.002              0.0                rapid              zams               end                events         97518948265487   
161        109312873687977      14.733             0.002              0.0                rapid              zams               end                events         590190473227928  
162        371066399098140      13.427             0.002              0.0                rapid              zams               end                events         175419244809021  
163        789082348843675      30.048             0.002              0.0                rapid              zams               end                events         252427435006505  
164        585754803799030      58.212             0.002              0.0                rapid              zams               end                events         762124215117540  
165        615359110132980      22.341             0.002              0.0                rapid              zams               end                events         355466705685734  
166        480131226083575      13.066             0.002              0.0                rapid              zams               end                events         8429015335485    
167        634187025017748      60.849             0.002              0.0                rapid              zams               end                events         660132847750977  
168        750032364945536      11.712             0.002              0.0                rapid              zams               end                events         489626456715950  
169        394470419415694      13.022             0.002              0.0                rapid              zams               end                events         247956509791254  
170        520521453493491      11.794             0.002              0.0                rapid              zams               end                events         900382314488825  
171        114728462728184      10.745             0.002              0.0                rapid              zams               end                events         791389018557417  
172        404252771989700      85.980             0.002              0.0                rapid              zams               end                events         553780634296556  
173        700459656009732      15.323             0.002              0.0                rapid              zams               end                events         706968212954732  
174        274221837614125      11.102             0.002              0.0                rapid              zams               end                events         54498353404210   
175        767686166653184      58.423             0.002              0.0                rapid              zams               end                events         565504707834826  
176        667026771529982      16.985             0.002              0.0                rapid              zams               end                events         744575983923877  
177        849500158612372      15.259             0.002              0.0                rapid              zams               end                events         48994788029337   
178        800727836037262      118.756            0.002              0.0                rapid              zams               end                events         380887689793872  
179        284486252546429      23.478             0.002              0.0                rapid              zams               end                events         174428319368654  
180        417566877229190      76.768             0.002              0.0                rapid              zams               end                events         324452026568684  
181        527078423933113      132.808            0.002              0.0                rapid              zams               end                events         577881169803369  
182        661097186846986      13.122             0.002              0.0                rapid              zams               end                events         850006362688298  
183        233984894515012      13.035             0.002              0.0                rapid              zams               end                events         833811539315058  
184        847593648244327      32.975             0.002              0.0                rapid              zams               end                events         358716139107860  
185        219242845631794      25.053             0.002              0.0                rapid              zams               end                events         458518644362859  
186        809695145927351      10.485             0.002              0.0                rapid              zams               end                events         156809833152615  
187        789726729876267      14.387             0.002              0.0                rapid              zams               end                events         188917199565716  
188        136987550194439      16.142             0.002              0.0                rapid              zams               end                events         370261723724807  
189        925346326015720      12.710             0.002              0.0                rapid              zams               end                events         853769628376149  
190        297264634177686      39.449             0.002              0.0                rapid              zams               end                events         930696660565304  
191        582487323838692      11.581             0.002              0.0                rapid              zams               end                events         747693810877119  
192        754447441676829      17.017             0.002              0.0                rapid              zams               end                events         950197682453421  
193        620078777670587      15.285             0.002              0.0                rapid              zams               end                events         5961661750118    
194        830259007111992      12.693             0.002              0.0                rapid              zams               end                events         535154517545011  
195        415367539613346      14.417             0.002              0.0                rapid              zams               end                events         508484734278784  
196        546693791746946      20.309             0.002              0.0                rapid              zams               end                events         882306319302346  
197        820157300617976      12.590             0.002              0.0                rapid              zams               end                events         357174979137409  
198        671760839748985      15.171             0.002              0.0                rapid              zams               end                events         632026995203381  
199        291857902273990      26.377             0.002              0.0                rapid              zams               end                events         837366164746626  
200        421898904850364      34.830             0.002              0.0                rapid              zams               end                events         399701068496728  
201        107179370604047      19.796             0.002              0.0                rapid              zams               end                events         507795473919386  
202        150692719921940      10.976             0.002              0.0                rapid              zams               end                events         824595561589859  
203        724679493946543      11.166             0.002              0.0                rapid              zams               end                events         55837716328110   
204        752715002533701      10.945             0.002              0.0                rapid              zams               end                events         132724072637747  
205        723770932622727      19.390             0.002              0.0                rapid              zams               end                events         847698400220788  
206        431969935312921      12.620             0.002              0.0                rapid              zams               end                events         986696190284120  
207        266391907197116      14.104             0.002              0.0                rapid              zams               end                events         377419732986051  
208        349790119918803      46.879             0.002              0.0                rapid              zams               end                events         110537946355697  
209        398941812325438      14.441             0.002              0.0                rapid              zams               end                events         910026592761360  
210        604750855581022      11.773             0.002              0.0                rapid              zams               end                events         866981505490374  
211        594047486781727      15.924             0.002              0.0                rapid              zams               end                events         460798079189752  
212        722833448177411      10.622             0.002              0.0                rapid              zams               end                events         825068797695606  
213        745439822421832      14.892             0.002              0.0                rapid              zams               end                events         43775682480934   
214        205994594544638      12.812             0.002              0.0                rapid              zams               end                events         123911541259732  
215        301062429441583      10.667             0.002              0.0                rapid              zams               end                events         210257499496652  
216        415180897534759      13.733             0.002              0.0                rapid              zams               end                events         94644288046547   
217        749240779148309      29.905             0.002              0.0                rapid              zams               end                events         676627005965207  
218        714868805779894      10.814             0.002              0.0                rapid              zams               end                events         561688646094782  
219        613166082053746      12.563             0.002              0.0                rapid              zams               end                events         843357862321482  
220        251440571658865      12.903             0.002              0.0                rapid              zams               end                events         672009728440808  
221        113101002690352      19.194             0.002              0.0                rapid              zams               end                events         5730446325271    
222        746157592509601      53.544             0.002              0.0                rapid              zams               end                events         451726644789778  
223        265073845936639      15.001             0.002              0.0                rapid              zams               end                events         440839272238041  
224        357244727665280      10.028             0.002              0.0                rapid              zams               end                events         638504273561695  
225        481400971174673      20.548             0.002              0.0                rapid              zams               end                events         996598264912087  
226        484181563551898      11.033             0.002              0.0                rapid              zams               end                events         924991353781561  
