#ID        name                 Mass_0             Z_0                spin_0             SN_0               Tstart_0           Mass_1             Z_1                spin_1             SN_1               Tstart_1           a                  e                  Tend               Dtout              Seed             
563        305523892492208      27.125             0.002              0.0                compact            zams               14.878             0.002              0.0                compact            zams               74.3               0.0176             end                events         133384966140396  
564        710954899321440      15.981             0.002              0.0                compact            zams               7.195              0.002              0.0                compact            zams               6.16e+03           0.294              end                events         229721906773501  
565        804063866357938      19.340             0.002              0.0                compact            zams               13.416             0.002              0.0                compact            zams               245                0.686              end                events         575898440989605  
566        730552028535154      6.913              0.002              0.0                compact            zams               4.905              0.002              0.0                compact            zams               77.3               0.0209             end                events         653310252401170  
567        973673028591399      5.280              0.002              0.0                compact            zams               3.330              0.002              0.0                compact            zams               26.3               0.125              end                events         106891177752047  
568        996970267157111      16.216             0.002              0.0                compact            zams               2.766              0.002              0.0                compact            zams               2.52e+03           0.0378             end                events         39731890719189   
569        770049073599670      37.424             0.002              0.0                compact            zams               19.374             0.002              0.0                compact            zams               2.97e+04           0.402              end                events         558939979582779  
570        908404155273657      8.161              0.002              0.0                compact            zams               7.006              0.002              0.0                compact            zams               3.01e+04           0.0238             end                events         809465136048831  
571        920728749305817      10.938             0.002              0.0                compact            zams               2.845              0.002              0.0                compact            zams               31.9               0.243              end                events         118619676533309  
572        691804038111968      5.884              0.002              0.0                compact            zams               4.121              0.002              0.0                compact            zams               96.9               0.578              end                events         372468570108809  
573        676353013991871      5.386              0.002              0.0                compact            zams               4.333              0.002              0.0                compact            zams               4.42e+03           0.0103             end                events         544558954087466  
574        259063977351574      10.912             0.002              0.0                compact            zams               10.090             0.002              0.0                compact            zams               4.16e+03           0.277              end                events         822649290519266  
575        630600941988368      10.015             0.002              0.0                compact            zams               8.273              0.002              0.0                compact            zams               744                0.043              end                events         258550000422937  
576        392047574834188      20.737             0.002              0.0                compact            zams               18.943             0.002              0.0                compact            zams               2.45e+04           0.341              end                events         877760122899927  
577        127265742860261      9.828              0.002              0.0                compact            zams               3.288              0.002              0.0                compact            zams               70.9               0.312              end                events         486819281168656  
578        411109076900262      8.873              0.002              0.0                compact            zams               6.679              0.002              0.0                compact            zams               85.3               0.288              end                events         828155502834282  
579        406710446419233      7.110              0.002              0.0                compact            zams               3.075              0.002              0.0                compact            zams               46.6               0.416              end                events         669194799653108  
581        333186681391499      6.834              0.002              0.0                compact            zams               6.591              0.002              0.0                compact            zams               404                0.639              end                events         132357576937849  
582        595431328356401      9.221              0.002              0.0                compact            zams               4.389              0.002              0.0                compact            zams               69.2               0.169              end                events         423595672164181  
583        658286792618389      24.893             0.002              0.0                compact            zams               15.347             0.002              0.0                compact            zams               9.25e+03           0.238              end                events         299224305730630  
584        722252163691709      19.727             0.002              0.0                compact            zams               18.572             0.002              0.0                compact            zams               174                0.431              end                events         807383322814686  
585        143584469261420      5.708              0.002              0.0                compact            zams               2.239              0.002              0.0                compact            zams               6.98e+03           0.0126             end                events         169972116305303  
586        951542542326115      9.485              0.002              0.0                compact            zams               2.342              0.002              0.0                compact            zams               9.76e+03           0.136              end                events         174372109909803  
