#ID        name                 Mass_0             Z_0                spin_0             SN_0               Tstart_0           Mass_1             Z_1                spin_1             SN_1               Tstart_1           a                  e                  Tend               Dtout              Seed             
0          378949816125719      22.304             0.002              0.0                compact            zams               7.562              0.002              0.0                compact            zams               417                0.885              end                events         782499629163062  
1          398098669464479      5.221              0.002              0.0                compact            zams               2.197              0.002              0.0                compact            zams               30.2               0.337              end                events         561927311533667  
3          596901247320835      79.250             0.002              0.0                compact            zams               30.462             0.002              0.0                compact            zams               2.03e+04           0.131              end                events         619654127032624  
4          999958479215984      11.432             0.002              0.0                compact            zams               6.044              0.002              0.0                compact            zams               21.7               0.104              end                events         878288518949811  
5          280008866197339      13.071             0.002              0.0                compact            zams               10.040             0.002              0.0                compact            zams               24.2               0.129              end                events         529905420802797  
6          500378048180304      8.931              0.002              0.0                compact            zams               4.882              0.002              0.0                compact            zams               19.6               0.0185             end                events         147307707984287  
7          802458735196057      5.284              0.002              0.0                compact            zams               3.890              0.002              0.0                compact            zams               1.63e+04           0.307              end                events         378193508042115  
8          672679235892513      62.292             0.002              0.0                compact            zams               50.300             0.002              0.0                compact            zams               1.05e+04           0.00765            end                events         471208590293964  
9          426515615810960      5.669              0.002              0.0                compact            zams               3.684              0.002              0.0                compact            zams               7.72e+03           0.646              end                events         402032388711338  
10         315269478505811      23.476             0.002              0.0                compact            zams               6.416              0.002              0.0                compact            zams               194                0.803              end                events         295049735331109  
11         531401632975713      7.243              0.002              0.0                compact            zams               2.347              0.002              0.0                compact            zams               43.3               0.472              end                events         618562891213446  
12         180939192848621      17.565             0.002              0.0                compact            zams               2.329              0.002              0.0                compact            zams               27.5               0.00477            end                events         162346415657625  
14         671553567070484      8.162              0.002              0.0                compact            zams               3.409              0.002              0.0                compact            zams               4.36e+04           0.514              end                events         605067228897441  
15         925488708430749      14.576             0.002              0.0                compact            zams               9.325              0.002              0.0                compact            zams               36.6               0.0248             end                events         956137685120283  
17         328832911734860      9.470              0.002              0.0                compact            zams               3.167              0.002              0.0                compact            zams               7.02e+03           0.373              end                events         354471936936607  
18         642445568303178      8.534              0.002              0.0                compact            zams               8.510              0.002              0.0                compact            zams               9.27e+03           0.0467             end                events         208229490519544  
19         234888524806982      7.212              0.002              0.0                compact            zams               3.510              0.002              0.0                compact            zams               2.2e+03            0.438              end                events         386256678571776  
21         794701659190847      15.363             0.002              0.0                compact            zams               5.414              0.002              0.0                compact            zams               63.9               0.00106            end                events         687851008958500  
22         822197178546070      22.564             0.002              0.0                compact            zams               15.265             0.002              0.0                compact            zams               55.1               0.135              end                events         503395245542691  
24         106840275713417      6.008              0.002              0.0                compact            zams               3.145              0.002              0.0                compact            zams               3.03e+04           0.0199             end                events         334011454930664  
25         854109313320999      10.786             0.002              0.0                compact            zams               10.662             0.002              0.0                compact            zams               18.7               0.00172            end                events         921451857446129  
26         851845645137365      14.780             0.002              0.0                compact            zams               5.526              0.002              0.0                compact            zams               268                0.251              end                events         814411429921378  
27         809120424224066      5.571              0.002              0.0                compact            zams               2.303              0.002              0.0                compact            zams               1.05e+04           0.025              end                events         890195032355996  
28         261490361376198      17.660             0.002              0.0                compact            zams               14.840             0.002              0.0                compact            zams               267                0.468              end                events         394392910587325  
29         911911472143096      5.415              0.002              0.0                compact            zams               2.343              0.002              0.0                compact            zams               40.1               0.0191             end                events         800960607166070  
30         927348117279164      5.659              0.002              0.0                compact            zams               4.608              0.002              0.0                compact            zams               153                0.39               end                events         707117564254882  
31         993290710034628      12.828             0.002              0.0                compact            zams               4.540              0.002              0.0                compact            zams               69.1               0.25               end                events         111628983719669  
32         875764287818066      16.739             0.002              0.0                compact            zams               5.773              0.002              0.0                compact            zams               4.42e+03           0.0894             end                events         969501560341953  
33         162916361256414      30.495             0.002              0.0                compact            zams               8.690              0.002              0.0                compact            zams               5.03e+03           0.128              end                events         531539925290790  
34         897538063307179      5.932              0.002              0.0                compact            zams               2.700              0.002              0.0                compact            zams               167                0.0166             end                events         666523683234336  
35         281223910795111      10.076             0.002              0.0                compact            zams               8.713              0.002              0.0                compact            zams               450                0.271              end                events         834728217877746  
