#ID        name                 Mass_0             Z_0                spin_0             SN_0               Tstart_0           Mass_1             Z_1                spin_1             SN_1               Tstart_1           a                  e                  Tend               Dtout              Seed             
494        134471169598107      5.697              0.002              0.0                rapid              zams               2.093              0.002              0.0                rapid              zams               19.6               0.0161             end                events         806443971848181  
495        645957474889719      5.762              0.002              0.0                rapid              zams               2.085              0.002              0.0                rapid              zams               77.2               0.6                end                events         462350163915105  
496        469110755354955      11.265             0.002              0.0                rapid              zams               4.891              0.002              0.0                rapid              zams               8.95e+03           0.654              end                events         588125571877575  
497        861997557031105      9.745              0.002              0.0                rapid              zams               4.639              0.002              0.0                rapid              zams               18.1               0.0307             end                events         15284641795598   
498        473975539277482      5.129              0.002              0.0                rapid              zams               3.172              0.002              0.0                rapid              zams               219                0.444              end                events         674437843580423  
499        761888029793826      5.988              0.002              0.0                rapid              zams               5.934              0.002              0.0                rapid              zams               38.5               0.249              end                events         523708036076547  
500        245440566256346      13.859             0.002              0.0                rapid              zams               2.965              0.002              0.0                rapid              zams               112                0.598              end                events         504034109941133  
502        451675613801639      6.879              0.002              0.0                rapid              zams               2.643              0.002              0.0                rapid              zams               344                0.323              end                events         105376716093141  
503        802622196833681      11.514             0.002              0.0                rapid              zams               11.247             0.002              0.0                rapid              zams               522                0.026              end                events         521918814579600  
504        972276215806730      22.604             0.002              0.0                rapid              zams               21.299             0.002              0.0                rapid              zams               24.4               0.02               end                events         270067448217768  
505        411782257482206      5.986              0.002              0.0                rapid              zams               4.301              0.002              0.0                rapid              zams               31                 0.497              end                events         220977250263985  
506        401671028448882      38.570             0.002              0.0                rapid              zams               33.935             0.002              0.0                rapid              zams               28.7               0.0194             end                events         106501534251947  
507        911675470992601      24.835             0.002              0.0                rapid              zams               21.278             0.002              0.0                rapid              zams               3.04e+03           0.00827            end                events         26875525738861   
508        944818620145648      66.086             0.002              0.0                rapid              zams               33.184             0.002              0.0                rapid              zams               4.57e+04           0.415              end                events         33526717263306   
509        901980005299639      16.323             0.002              0.0                rapid              zams               16.213             0.002              0.0                rapid              zams               147                0.203              end                events         971605450369256  
510        927608062298820      40.225             0.002              0.0                rapid              zams               39.072             0.002              0.0                rapid              zams               1.39e+04           0.0218             end                events         146570087430500  
511        298707252637584      6.492              0.002              0.0                rapid              zams               6.054              0.002              0.0                rapid              zams               111                0.713              end                events         77167685470479   
513        619451175254384      30.636             0.002              0.0                rapid              zams               19.214             0.002              0.0                rapid              zams               922                0.819              end                events         733454461729177  
514        237298284824061      7.354              0.002              0.0                rapid              zams               5.592              0.002              0.0                rapid              zams               154                0.699              end                events         590692299538675  
515        212300989264177      6.127              0.002              0.0                rapid              zams               2.219              0.002              0.0                rapid              zams               14.9               0.00964            end                events         786237408591807  
516        868058195053447      5.449              0.002              0.0                rapid              zams               3.673              0.002              0.0                rapid              zams               75.3               0.311              end                events         78495835663672   
517        678681839708806      20.367             0.002              0.0                rapid              zams               12.935             0.002              0.0                rapid              zams               761                0.88               end                events         796033901697203  
518        656363188819135      5.073              0.002              0.0                rapid              zams               2.430              0.002              0.0                rapid              zams               159                0.179              end                events         967214520034990  
519        820286746571904      16.591             0.002              0.0                rapid              zams               15.909             0.002              0.0                rapid              zams               902                0.0966             end                events         211873137369770  
520        178387467299129      9.521              0.002              0.0                rapid              zams               3.136              0.002              0.0                rapid              zams               24.1               0.0535             end                events         748910936742173  
521        558262364014079      5.659              0.002              0.0                rapid              zams               3.657              0.002              0.0                rapid              zams               8.28e+03           0.0562             end                events         602286482676034  
522        292075104533217      10.813             0.002              0.0                rapid              zams               4.552              0.002              0.0                rapid              zams               437                0.236              end                events         259925538522044  
523        876814277152109      6.996              0.002              0.0                rapid              zams               5.845              0.002              0.0                rapid              zams               16.8               0.00885            end                events         309279699969080  
524        394734127523911      7.126              0.002              0.0                rapid              zams               3.529              0.002              0.0                rapid              zams               35.7               0.0902             end                events         714977466557712  
525        253222004640127      22.920             0.002              0.0                rapid              zams               8.547              0.002              0.0                rapid              zams               196                0.383              end                events         792889435004476  
526        611435463587878      8.131              0.002              0.0                rapid              zams               3.866              0.002              0.0                rapid              zams               476                0.408              end                events         739889076193502  
528        457305319277222      5.959              0.002              0.0                rapid              zams               3.329              0.002              0.0                rapid              zams               2.25e+04           0.876              end                events         461146033188079  
529        940501787363026      5.320              0.002              0.0                rapid              zams               3.163              0.002              0.0                rapid              zams               16.6               0.0705             end                events         501231086854510  
530        606454338169439      23.169             0.002              0.0                rapid              zams               11.189             0.002              0.0                rapid              zams               1.33e+04           0.922              end                events         168883856285667  
532        284270244659232      8.120              0.002              0.0                rapid              zams               6.697              0.002              0.0                rapid              zams               37                 0.51               end                events         641566545355567  
533        172707248843150      14.911             0.002              0.0                rapid              zams               2.589              0.002              0.0                rapid              zams               2.49e+04           0.473              end                events         255642855507876  
535        142956767221626      36.000             0.002              0.0                rapid              zams               30.886             0.002              0.0                rapid              zams               1.67e+04           0.125              end                events         429988592658953  
536        606482552733575      19.346             0.002              0.0                rapid              zams               18.090             0.002              0.0                rapid              zams               6.82e+03           0.455              end                events         792481119585745  
537        652993989642006      28.163             0.002              0.0                rapid              zams               26.236             0.002              0.0                rapid              zams               67                 0.34               end                events         933542109436656  
538        179353476160108      9.461              0.002              0.0                rapid              zams               2.279              0.002              0.0                rapid              zams               39.6               0.564              end                events         599684835918448  
539        890398821672152      54.559             0.002              0.0                rapid              zams               26.668             0.002              0.0                rapid              zams               759                0.354              end                events         302197186766753  
540        928203194105670      5.227              0.002              0.0                rapid              zams               4.066              0.002              0.0                rapid              zams               2.36e+03           0.333              end                events         527081244674235  
541        271651417602425      6.428              0.002              0.0                rapid              zams               4.013              0.002              0.0                rapid              zams               17.1               0.0184             end                events         447189173765542  
542        211700227480147      15.034             0.002              0.0                rapid              zams               9.510              0.002              0.0                rapid              zams               1.03e+03           0.268              end                events         189086647575921  
543        130154814194874      39.171             0.002              0.0                rapid              zams               6.379              0.002              0.0                rapid              zams               46.2               0.288              end                events         635940028895839  
544        715117314227495      126.938            0.002              0.0                rapid              zams               27.021             0.002              0.0                rapid              zams               55.7               0.118              end                events         148244053966776  
545        786916684140318      12.461             0.002              0.0                rapid              zams               8.015              0.002              0.0                rapid              zams               1.61e+04           0.0873             end                events         644281346445665  
546        846744890275507      7.763              0.002              0.0                rapid              zams               6.463              0.002              0.0                rapid              zams               21.5               0.141              end                events         349115306066778  
547        874442081800358      7.112              0.002              0.0                rapid              zams               6.427              0.002              0.0                rapid              zams               72.1               0.546              end                events         748624165011794  
548        534753813641190      10.906             0.002              0.0                rapid              zams               2.788              0.002              0.0                rapid              zams               513                0.942              end                events         596413618626774  
549        337237507634492      22.121             0.002              0.0                rapid              zams               4.703              0.002              0.0                rapid              zams               20.8               0.00874            end                events         965381429361048  
550        413737810130074      7.663              0.002              0.0                rapid              zams               4.809              0.002              0.0                rapid              zams               43.3               0.015              end                events         600371165692209  
551        394005724286020      23.644             0.002              0.0                rapid              zams               7.690              0.002              0.0                rapid              zams               1.19e+04           0.0335             end                events         740295566471323  
552        552038254965575      6.018              0.002              0.0                rapid              zams               5.543              0.002              0.0                rapid              zams               60.6               0.119              end                events         332212053486428  
553        786322966188217      30.450             0.002              0.0                rapid              zams               28.511             0.002              0.0                rapid              zams               663                0.103              end                events         51494399121537   
554        336256530137925      5.386              0.002              0.0                rapid              zams               4.420              0.002              0.0                rapid              zams               905                0.718              end                events         797639165902962  
555        892022208044683      5.111              0.002              0.0                rapid              zams               4.803              0.002              0.0                rapid              zams               3.69e+03           0.573              end                events         797364647383370  
556        811520103710428      32.349             0.002              0.0                rapid              zams               5.791              0.002              0.0                rapid              zams               924                0.221              end                events         888927965842305  
557        713210250171250      9.610              0.002              0.0                rapid              zams               5.545              0.002              0.0                rapid              zams               33.1               0.0075             end                events         21794849720597   
558        625689383075413      10.155             0.002              0.0                rapid              zams               7.869              0.002              0.0                rapid              zams               4.79e+03           0.857              end                events         196867666826567  
560        294386507828029      6.187              0.002              0.0                rapid              zams               5.143              0.002              0.0                rapid              zams               644                0.5                end                events         697226455818060  
561        303436296536616      51.874             0.002              0.0                rapid              zams               10.861             0.002              0.0                rapid              zams               205                0.563              end                events         435006461909209  
562        556952436298889      9.524              0.002              0.0                rapid              zams               7.362              0.002              0.0                rapid              zams               39.2               0.552              end                events         515779531051672  
563        785185754927965      27.125             0.002              0.0                rapid              zams               14.878             0.002              0.0                rapid              zams               74.3               0.0176             end                events         519447340183704  
564        327827661153929      15.981             0.002              0.0                rapid              zams               7.195              0.002              0.0                rapid              zams               6.16e+03           0.294              end                events         372932936391385  
565        675756978709375      19.340             0.002              0.0                rapid              zams               13.416             0.002              0.0                rapid              zams               245                0.686              end                events         722065024590802  
566        631488763362789      6.913              0.002              0.0                rapid              zams               4.905              0.002              0.0                rapid              zams               77.3               0.0209             end                events         990065995868673  
