S;431076162397800;1;SN;3.339881;55.8465:41.624:37.0216:32.1203:6:638.774:60.0525:-50.9176:-22.6342:22.3919
S;378983538418148;2;NS;16.979968;5:12.3046:9.91204e+12:73.4878:0.718594
S;378983538418148;2;SN;16.979968;12.3046:4.22753:2.30535:2.29625:5:687.647:381.457:98.6767:-339.194:143.943
S;107842372905059;3;NS;18.646788;5:11.5126:2.52915e+12:156.11:0.996212
S;107842372905059;3;SN;18.646788;11.5126:3.89223:2.09868:1.66185:5:353.737:266.866:-143.662:154.529:-163.4
S;216669603211477;4;NS;17.383267;5:12.064:6.12339e+12:86.985:0.972861
S;216669603211477;4;SN;17.383267;12.064:4.12687:2.23101:1.1:5:126.055:159.909:52.1736:148.04:-30.5454
S;639731513037918;5;NS;16.049912;5:12.8594:7.68911e+12:166.428:0.452092
S;639731513037918;5;SN;16.049912;12.8594:4.45966:2.47677:1.1:5:376.853:512.744:115.261:-484.052:-123.752
S;547378766392248;6;SN;5.723330;31.399:14.4209:11.0927:29.2012:6:735.13:7.04191:-6.69741:-0.78103:-2.03057
S;648288096555970;7;SN;5.476151;32.7358:15.2831:11.9058:30.4906:6:777.648:7.28825:-1.06505:7.14746:-0.947603
S;277798289735296;8;NS;19.964063;5:10.9864:7.41597e+12:68.9288:0.859801
S;277798289735296;8;SN;19.964063;10.9864:3.66704:1.98493:1.58644:5:276.801:208.74:-61.9921:102.801:-170.766
S;571339708374324;9;NS;14.756063;5:13.6312:3.21281e+12:161.775:0.6622
S;571339708374324;9;SN;14.756063;13.6312:4.78259:2.71525:2.69108:5:625.374:323.572:144.759:-91.2196:-274.632
S;530526962350733;10;NS;11.454727;5:16.4156:5.89419e+12:175.866:0.57417
S;530526962350733;10;SN;11.454727;16.4156:6.01534:3.66882:1.1:5:349.139:618.695:309.536:88.0912:-528.404
S;487650854894579;11;NS;10.889714;5:17.112:6.03047e+12:109.02:0.906338
S;487650854894579;11;SN;10.889714;17.112:6.3517:3.92238:2.33553:5:747.476:601.894:-230.137:478.705:283.115
S;110417840306461;12;NS;21.657096;5:9.70305:7.66823e+12:69.9111:0.773548
S;110417840306461;12;SN;21.657096;9.70305:3.45577:1.86292:1.25333:5:189.078:162.239:-156.997:-18.4181:-36.5266
S;548678040554426;13;SN;4.605802;39.4312:21.2691:17.4018:37.1149:6:857.723:6.81257:-4.97717:4.51112:1.13518
S;537156351006395;14;SN;6.420531;27.8966:12.0971:8.92359:25.8166:6:633.206:6.49282:-6.35913:0.484032:-1.21814
S;218548485776916;15;SN;2.987773;67.4793:60.9819:54.3331:20.4052:6:66.8029:19.6143:-9.72088:-7.79817:15.1464
S;884662822446373;16;SN;5.266182;33.8086:16.4585:12.9739:31.5735:6:560.969:5.05393:0.667183:0.523153:4.98231
S;546428128968608;17;NS;21.334603;5:9.95806:4.16521e+12:170.765:0.92158
S;546428128968608;17;SN;21.334603;9.95806:3.49465:1.88574:1.1:5:241.816:247.837:-143.433:141.279:144.535
S;497582657699798;18;SN;6.426200;27.8742:12.08:8.90818:25.7947:6:207.764:2.13166:1.64055:-0.576525:1.23295
S;467799354468675;19;SN;4.382998;41.9766:23.2132:19.2039:39.6003:6:560.054:4.27736:3.6921:-1.1143:1.85001
S;853498248577528;20;NS;11.023492;5:16.9472:4.62152e+12:66.087:0.947084
S;853498248577528;20;SN;11.023492;16.9472:6.27206:3.86235:1.5172:5:457.675:592.397:-191.716:287.909:480.925
S;259568836476413;21;SN;5.794231;31.0152:14.1764:10.8619:28.8313:6:305.389:2.9441:0.133746:-2.93986:0.0842069
S;165979254671250;22;NS;13.358110;5:14.6745:9.80761e+12:83.046:0.992538
S;165979254671250;22;SN;13.358110;14.6745:5.23154:3.06247:1.49924:5:264.392:295.715:-44.3283:67.1658:-284.554
S;353967863682345;23;NS;8.079998;5:22.1574:9.96842e+12:96.3177:0.975445
S;353967863682345;23;SN;8.079998;22.1574:8.7983:5.94292:1.48728:5:472.529:835.827:382.934:248.52:-700.147
S;215676149664877;24;NS;16.616176;5:12.5216:6.22669e+12:85.2645:0.982021
S;215676149664877;24;SN;16.616176;12.5216:4.31833:2.3724:1.1:5:463.88:613.022:-290.377:127.773:524.549
S;238086243753372;25;NS;12.814689;5:15.116:3.85712e+11:69.9374:0.708237
S;238086243753372;25;SN;12.814689;15.116:5.42321:3.21281:1.1:5:692.194:1122.53:-603.733:361.829:-874.442
S;843229570255181;26;NS;12.823124;5:15.1092:2.11992e+12:196.32:0.948685
S;843229570255181;26;SN;12.823124;15.1092:5.42023:3.21048:1.31394:5:150.873:201.605:34.974:181.529:-80.4279
S;883635756184465;27;SN;6.015815;29.8155:13.4125:10.1407:27.6752:6:278.016:2.73646:0.449905:0.329375:2.67905
S;109353830986154;28;SN;3.176376;57.8534:52.9273:46.7487:42.0507:6:496.64:23.7538:-2.33197:6.97793:-22.5857
S;892443941193136;29;NS;17.052397;5:12.2614:3.17278e+12:69.0342:0.999343
S;892443941193136;29;SN;17.052397;12.2614:4.20946:2.292:1.1:5:365.664:472.22:-346.928:-41.2551:-317.695
S;563330308334743;30;NS;7.874914;5:22.7296:3.07075e+12:140.354:0.953649
S;563330308334743;30;SN;7.874914;22.7296:9.11192:6.21763:3:5:378.96:317.195:-26.0944:-76.297:-306.774
S;402539013519881;31;NS;10.753576;5:17.2798:9.7385e+12:480.756:0.97268
S;402539013519881;31;SN;10.753576;17.2798:6.43275:3.98348:1.81009:5:374.57:407.429:-109.68:-222.002:-323.549
S;144910526795966;32;NS;12.797820;5:15.1297:9.54798e+12:280.766:0.985929
S;144910526795966;32;SN;12.797820;15.1297:5.42916:3.21748:1.26802:5:300.856:418.587:30.1728:-288.386:301.89
S;748437949183078;33;NS;9.084361;5:19.9276:4.86775e+12:138.51:0.788757
S;748437949183078;33;SN;9.084361;19.9276:7.71532:5.00145:1.1:5:229.341:499.595:452.03:-2.88557:212.733
S;478787052322782;34;NS;17.595616;5:11.9374:7.92957e+12:73.1083:0.652999
S;478787052322782;34;SN;17.595616;11.9374:4.07387:2.19187:2.45064:5:411.717:202.848:-35.0973:16.9943:-199.065
S;713800665261376;35;NS;18.368420;5:11.6238:8.54339e+12:363.167:0.923406
S;713800665261376;35;SN;18.368420;11.6238:3.93982:2.12272:1.1:5:302.881:368.797:83.6398:-243.868:263.712
S;552876310089138;36;SN;3.824613;50.4254:30.4943:26.1446:47.9323:6:776.713:5.14173:4.75385:-1.64975:1.05669
S;425522437907743;37;NS;12.098965;5:15.6975:5.9354e+12:203.583:0.995342
S;425522437907743;37;SN;12.098965;15.6975:5.67566:3.41081:1.1:5:559.708:945.33:-73.7362:-673.452:659.298
S;208915340072934;38;SN;6.833847;26.1147:10.9699:7.88845:24.1003:6:305.142:3.24622:0.215785:-3.04086:-1.11559
S;911070003734060;39;NS;19.732919;5:11.0787:4.45271e+12:468.092:0.952004
S;911070003734060;39;SN;19.732919;11.0787:3.70655:2.00489:2.75378:5:154.826:59.5703:-53.6882:25.2775:5.21992
S;982853639424852;40;SN;5.393845;33.1563:15.7438:12.3245:30.9151:6:613.725:5.66277:1.68217:-1.46483:-5.20495
S;235662822241334;41;SN;3.573146;53.7937:32.7892:29.0732:47.1822:6:586.535:10.4606:-1.7942:-4.56222:9.2407
S;308533364810411;42;NS;7.488803;5:23.8381:3.26447e+12:164.643:0.955116
S;308533364810411;42;SN;7.488803;23.8381:9.72201:6.75531:1.37013:5:529.158:1104.4:-394.37:1028.48:-80.0155
S;807851972191965;43;NS;11.505877;5:16.3526:1.78818e+12:66.5526:0.996048
S;807851972191965;43;SN;11.505877;16.3526:5.98489:3.64587:1.92171:5:413.832:395.516:-206.19:245.385:231.743
S;606075502172751;44;NS;17.007952;5:12.2879:8.22258e+11:78.1117:0.966626
S;606075502172751;44;SN;17.007952;12.2879:4.22055:2.30019:1.1:5:683.831:885.199:689.975:538.578:132.082
S;367711371763222;45;NS;22.013537;5:9.4212:7.47611e+12:230.099:0.891676
S;367711371763222;45;SN;22.013537;9.4212:3.4128:1.8377:2.02212:5:365.392:170.163:-59.6752:-119.62:-105.287
S;632343567884901;46;NS;7.507621;5:23.7808:3.81348e+12:127.105:0.817247
S;632343567884901;46;SN;7.507621;23.7808:9.69019:6.72694:1.1:5:637.182:1672.11:546.673:-1283.39:921.961
S;149824768675109;47;SN;3.384384;56.7652:36.3191:32.4821:31.9418:6:122.9:12.156:-0.8107:-6.70862:-10.1047
S;911969760051578;48;SN;3.769075;51.1562:30.9917:26.788:48.6397:6:228.303:1.50329:1.02383:0.431256:1.01276
S;819776266603571;49;SN;4.750586;37.7771:20.0057:16.2308:35.4999:6:189.085:1.54366:-0.526578:0.601028:1.32075
S;794211571442970;50;SN;3.766833;51.1857:31.0118:26.814:48.6683:6:351.876:2.31649:0.202948:0.107022:-2.3051
S;359305295473226;51;NS;14.326868;5:13.8875:3.92799e+12:409.653:0.386478
S;359305295473226;51;SN;14.326868;13.8875:4.88984:2.79447:1.44077:5:477.254:524.741:-513.594:104.027:27.4331
S;817231400660190;52;NS;17.761977;5:11.8661:2.52441e+12:154.912:0.856818
S;817231400660190;52;SN;17.761977;11.8661:4.04349:2.17509:1.1:5:505.773:630.021:-22.8875:-465.459:423.97
S;717385963772547;53;NS;17.001367;5:12.2919:3.83708e+12:70.4336:0.82701
S;717385963772547;53;SN;17.001367;12.2919:4.22219:2.3014:1.1:5:378.503:490.133:211.74:47.4802:-439.479
S;780674985816782;54;NS;10.947947;5:17.0403:6.13967e+12:81.7719:0.387267
S;780674985816782;54;SN;10.947947;17.0403:6.31704:3.89625:1.77345:5:210.002:230.085:227.378:-22.3749:27.1594
S;954763966261152;55;NS;20.299229;5:10.7768:7.96935e+12:86.7353:0.999948
S;954763966261152;55;SN;20.299229;10.7768:3.61949:1.959:1.34318:5:374.417:334.683:158.499:-56.1468:289.376
S;416720030723530;56;NS;9.716404;5:18.829:7.47712e+12:202.963:0.972641
S;416720030723530;56;SN;9.716404;18.829:7.18533:4.57203:1.1:5:218.994:449.218:-234.224:-101.926:-369.523
S;497089338147365;57;SN;3.162945;58.3688:53.3224:47.0948:42.2261:6:351.225:17.089:9.26228:-2.84471:-14.0767
S;626787891857082;58;NS;22.733206;5:8.85213:7.03853e+12:75.2954:0.96125
S;626787891857082;58;SN;22.733206;8.85213:3.32603:1.78677:1.1:5:253.524:227.396:194.033:118.569:1.33554
S;697049806897394;59;SN;3.674222;52.4043:31.8412:27.8869:49.848:6:255.083:1.66488:1.04563:-0.0167295:1.29546
S;236697530604342;60;NS;14.568406;5:13.7431:6.69355e+12:64.3256:0.94883
S;236697530604342;60;SN;14.568406;13.7431:4.82943:2.74984:1.1:5:426.828:624.383:83.6487:592.306:-178.971
S;862785988955685;61;SN;5.507015;32.5702:15.1666:11.7968:30.3298:6:366.781:3.44818:0.899389:2.59416:2.08599
S;877778289602408;62;SN;5.541938;32.3811:15.0462:11.6831:30.1476:6:344.473:3.24804:1.57046:1.92756:2.08996
S;880912289136926;63;NS;22.573657;5:8.97829:9.95588e+12:327.166:0.275735
S;880912289136926;63;SN;22.573657;8.97829:3.34526:1.79806:1.70059:5:273.708:149.08:-96.9368:-103.873:-45.1488
S;882695638512274;64;NS;19.084223;5:11.3378:6.06562e+12:67.325:0.829008
S;882695638512274;64;SN;19.084223;11.3378:3.81745:2.06091:1.53728:5:691.755:561.287:522.764:91.6709:182.639
S;239889047735817;65;SN;5.592969;32.1048:14.8703:11.517:29.8814:6:285.88:2.70736:-1.31097:-2.36594:-0.116111
S;459104939210897;66;NS;11.823795;5:15.9608:1.66136e+12:559.573:0.322393
S;459104939210897;66;SN;11.823795;15.9608:5.79562:3.50319:2.74372:5:161.523:99.0295:68.6661:-0.729149:71.3531
S;793889803460702;67;NS;8.169847;5:21.9068:9.8119e+12:70.3129:0.795459
S;793889803460702;67;SN;8.169847;21.9068:8.6609:5.82257:2.31792:5:595.858:640.896:517.715:-305.04:222.868
S;787116004319286;68;NS;22.244374;5:9.23867:1.13966e+12:225.874:0.882627
S;787116004319286;68;SN;22.244374;9.23867:3.38497:1.82136:2.18884:5:178.807:73.2967:-69.7199:22.6154:-0.291593
S;753314672024481;69;NS;15.588999;5:13.1343:3.79347e+12:228.175:0.92023
S;753314672024481;69;SN;15.588999;13.1343:4.5747:2.56173:1.72617:5:636.725:535.573:465.648:-197.287:-176.319
S;917047470631309;70;SN;6.385956;28.0335:12.2015:9.01761:25.9503:6:586.165:5.98884:4.52253:-0.549607:3.88728
S;709839793878104;71;NS;21.853987;5:9.54736:8.29011e+12:147.912:0.591778
S;709839793878104;71;SN;21.853987;9.54736:3.43203:1.84899:1.1:5:164.768:161.041:-38.2274:105.344:115.653
S;325016160850030;72;NS;20.394279;5:10.7016:1.99165e+11:234.366:0.999175
S;325016160850030;72;SN;20.394279;10.7016:3.60803:1.95228:1.1:5:312.019:346.631:-324.906:120.66:5.49487
S;583410880947056;73;SN;5.108004;34.6167:17.3441:13.7785:32.3894:6:336.692:2.9467:2.69987:-0.393667:-1.11301
S;158173954740075;74;NS;8.831637;5:20.4532:1.48121e+12:77.4303:0.614265
S;158173954740075;74;SN;8.831637;20.4532:7.95977:5.21333:1.37358:5:836.936:1479.6:-147.026:1462.05:-173.184
S;374576321364331;75;NS;16.955276;5:12.3193:5.5397e+12:81.044:0.997971
S;374576321364331;75;SN;16.955276;12.3193:4.2337:2.3099:2.33372:5:525.859:286.372:-190.723:202.452:-68.1688
S;804490555467644;76;SN;5.165712;34.3218:17.021:13.485:32.0918:6:776.739:6.86971:-5.95803:-3.39197:0.435135
S;111756627889492;77;NS;23.198276;5:8.48438:6.50773e+12:90.7279:0.997122
S;111756627889492;77;SN;23.198276;8.48438:3.26996:1.75386:1.58488:5:315.073:174.57:131.378:-102.282:52.4677
S;318529144734957;78;NS;12.555631;5:15.3265:5.69118e+12:177.473:0.605766
S;318529144734957;78;SN;12.555631;15.3265:5.51458:3.28448:1.1:5:796.004:1310.26:-1000.08:-806.329:-257.755
S;763075753469993;79;NS;8.464038;5:21.2178:6.69932e+11:86.0428:0.96582
S;763075753469993;79;SN;8.464038;21.2178:8.31534:5.52152:2.01775:5:674.8:817.231:462.641:26.1921:-673.159
S;279542518023392;80;NS;20.784666;5:10.3929:5.68973e+12:128.771:0.100237
S;279542518023392;80;SN;20.784666;10.3929:3.56096:1.92465:1.7333:5:447.891:284.796:67.394:-275.063:-30.1196
S;759385151108291;81;NS;15.383234;5:13.2571:4.00397e+12:76.4123:0.13183
S;759385151108291;81;SN;15.383234;13.2571:4.62606:2.59965:1.94618:5:461.419:341.308:-250.814:48.1352:-226.421
S;313585460741497;82;NS;13.796702;5:14.3182:5.37738e+12:74.4821:0.957269
S;313585460741497;82;SN;13.796702;14.3182:5.07684:2.94114:1.1:5:974.349:1490.15:-1211.82:863.617:-78.7473
S;530538102567180;83;NS;17.518248;5:11.9835:5.89151e+12:140.735:0.326536
S;530538102567180;83;SN;17.518248;11.9835:4.09318:2.20613:1.1:5:457.369:575.942:-67.5056:-101.664:562.865
S;566084389503509;84;NS;7.488504;5:23.8391:3.7345e+11:70.7331:0.949196
S;566084389503509;84;SN;7.488504;23.8391:9.72252:6.75576:3:5:627.265:554.554:-405.67:-343.735:-157.505
S;216401776029761;85;NS;8.036576;5:22.2786:4.6413e+12:421.966:0.919194
S;216401776029761;85;SN;8.036576;22.2786:8.8647:6.00108:1.1:5:250.806:614.578:301.361:-357.724:398.649
S;942968293558481;86;SN;3.340124;55.8515:41.595:36.9968:32.0999:6:307.375:28.9463:-1.37554:22.0886:18.6572
S;731484118292541;87;NS;8.436928;5:21.2742:4.11112e+12:70.4047:0.639079
S;731484118292541;87;SN;8.436928;21.2742:8.34156:5.54425:1.1:5:378.899:884.429:-828.666:-92.2997:294.97
S;239899262219193;88;NS;13.746095;5:14.3593:8.52654e+12:64.3963:0.570799
S;239899262219193;88;SN;13.746095;14.3593:5.09469:2.95514:1.1:5:415.256:637.059:-483.56:383.897:-156.961
S;749820668781089;89;SN;4.767011;37.5894:19.8624:16.0979:35.3167:6:524.525:4.29599:-0.947972:3.29734:2.58543
S;192828959890290;90;NS;19.988917;5:10.9764:8.81112e+12:66.6791:0.885854
S;192828959890290;90;SN;19.988917;10.9764:3.66279:1.98278:1.79279:5:173.442:113.077:112.226:11.6558:7.47515
S;183155038651353;91;NS;8.274727;5:21.6142:5.39745e+12:347.573:0.982267
S;183155038651353;91;SN;8.274727;21.6142:8.50052:5.68208:1.1:5:280.729:666.322:515.568:-181.454:381.116
S;302389379440750;92;SN;4.186076;44.7574:25.5745:21.3983:42.3391:6:264.203:1.92061:-1.30841:-0.546629:-1.29537
S;463333205372199;93;NS;9.174422;5:19.7402:3.5626e+12:141.978:0.931635
S;463333205372199;93;SN;9.174422;19.7402:7.62821:4.92595:3:5:407.993:289.753:-252.334:-141.658:14.7556
S;124509426472276;94;SN;4.812446;37.0703:19.466:15.7304:34.8099:6:518.963:4.28906:-0.586135:-1.07359:4.11094
S;452444960040100;95;NS;8.470012;5:21.2054:4.17121e+12:119.1:0.836921
S;452444960040100;95;SN;8.470012;21.2054:8.30956:5.51651:1.40358:5:304.212:546.236:422.664:-72.5276:-338.332
S;517455363675474;96;NS;12.946026;5:15.0093:4.02427e+12:99.4511:0.890378
S;517455363675474;96;SN;12.946026;15.0093:5.37689:3.17648:1.1:5:586.802:944.366:-723.223:297.213:-529.567
S;152257510272306;97;SN;2.954272;70.3593:63.4019:56.6952:3.81848:6:181.786:403.174:17.4763:-89.5774:-392.708
S;314224070519997;98;NS;13.312323;5:14.7117:2.34479e+12:204.341:0.988115
S;314224070519997;98;SN;13.312323;14.7117:5.24769:3.07514:1.1:5:399.027:628.432:-313.841:-23.1669:-543.962
S;942251947818308;99;NS;19.675754;5:11.1015:2.50185e+12:111.125:0.844871
S;942251947818308;99;SN;19.675754;11.1015:3.71632:2.00983:1.32358:5:475.785:447.345:433.529:-65.4743:-88.7893
S;537335376931375;100;NS;19.631016;5:11.1194:3.04449e+12:138.078:0.895042
S;537335376931375;100;SN;19.631016;11.1194:3.72397:2.01369:1.1:5:546.743:633.823:-593.346:121.403:186.904
