#ID        name                 Mass               Z                  spin               SN                 Tstart             Tend               Dtout              Seed             
1          431076162397800      84.345             0.002              0.0                compact            zams               end                events         989170355994555  
2          378983538418148      12.389             0.002              0.0                compact            zams               end                events         536517357816202  
3          107842372905059      11.587             0.002              0.0                compact            zams               end                events         23733577883512   
4          216669603211477      12.144             0.002              0.0                compact            zams               end                events         141688025525164  
5          639731513037918      12.954             0.002              0.0                compact            zams               end                events         13266680338073   
6          547378766392248      33.389             0.002              0.0                compact            zams               end                events         721709324775158  
7          648288096555970      35.045             0.002              0.0                compact            zams               end                events         515817927678961  
8          277798289735296      11.057             0.002              0.0                compact            zams               end                events         904383284899371  
9          571339708374324      13.740             0.002              0.0                compact            zams               end                events         249523845168529  
10         530526962350733      16.589             0.002              0.0                compact            zams               end                events         236758682674839  
11         487650854894579      17.307             0.002              0.0                compact            zams               end                events         156199105177987  
12         110417840306461      10.543             0.002              0.0                compact            zams               end                events         209250699232112  
13         548678040554426      45.376             0.002              0.0                compact            zams               end                events         670503365602771  
14         537156351006395      29.010             0.002              0.0                compact            zams               end                events         725597471512679  
15         218548485776916      107.128            0.002              0.0                compact            zams               end                events         729861841383314  
16         884662822446373      37.068             0.002              0.0                compact            zams               end                events         713571748694466  
17         546428128968608      10.638             0.002              0.0                compact            zams               end                events         951301085064990  
18         497582657699798      28.980             0.002              0.0                compact            zams               end                events         180284407648301  
19         467799354468675      48.740             0.002              0.0                compact            zams               end                events         739023199522056  
20         853498248577528      17.137             0.002              0.0                compact            zams               end                events         415740201464959  
21         259568836476413      32.918             0.002              0.0                compact            zams               end                events         782524375150492  
22         165979254671250      14.805             0.002              0.0                compact            zams               end                events         520979583065626  
23         353967863682345      22.594             0.002              0.0                compact            zams               end                events         927905681628415  
24         215676149664877      12.610             0.002              0.0                compact            zams               end                events         799703407850088  
25         238086243753372      15.256             0.002              0.0                compact            zams               end                events         967179500004088  
26         843229570255181      15.249             0.002              0.0                compact            zams               end                events         979117480911831  
27         883635756184465      31.446             0.002              0.0                compact            zams               end                events         460730604703413  
28         109353830986154      94.128             0.002              0.0                compact            zams               end                events         251842097105214  
29         892443941193136      12.345             0.002              0.0                compact            zams               end                events         56011659905423   
30         563330308334743      23.208             0.002              0.0                compact            zams               end                events         339945010124249  
31         402539013519881      17.480             0.002              0.0                compact            zams               end                events         871728497668     
32         144910526795966      15.270             0.002              0.0                compact            zams               end                events         578707287188512  
33         748437949183078      20.246             0.002              0.0                compact            zams               end                events         454846899178019  
34         478787052322782      12.015             0.002              0.0                compact            zams               end                events         516187919946718  
35         713800665261376      11.699             0.002              0.0                compact            zams               end                events         817664698382205  
36         552876310089138      61.786             0.002              0.0                compact            zams               end                events         163102186327515  
37         425522437907743      15.850             0.002              0.0                compact            zams               end                events         559512416771532  
38         208915340072934      26.892             0.002              0.0                compact            zams               end                events         198092427801943  
39         911070003734060      11.150             0.002              0.0                compact            zams               end                events         430266217173542  
40         982853639424852      35.838             0.002              0.0                compact            zams               end                events         855232250625604  
41         235662822241334      70.645             0.002              0.0                compact            zams               end                events         883335694954134  
42         308533364810411      24.407             0.002              0.0                compact            zams               end                events         334181947765583  
43         807851972191965      16.524             0.002              0.0                compact            zams               end                events         369347829842619  
44         606075502172751      12.372             0.002              0.0                compact            zams               end                events         875311688838462  
45         367711371763222      10.438             0.002              0.0                compact            zams               end                events         786023473272293  
46         632343567884901      24.344             0.002              0.0                compact            zams               end                events         607352363185221  
47         149824768675109      80.865             0.002              0.0                compact            zams               end                events         330308222710870  
48         911969760051578      63.693             0.002              0.0                compact            zams               end                events         434985135259106  
49         819776266603571      43.190             0.002              0.0                compact            zams               end                events         893084466488534  
50         794211571442970      63.770             0.002              0.0                compact            zams               end                events         218777900862765  
51         359305295473226      14.001             0.002              0.0                compact            zams               end                events         803453831529705  
52         817231400660190      11.943             0.002              0.0                compact            zams               end                events         823724619636624  
53         717385963772547      12.376             0.002              0.0                compact            zams               end                events         947228731896528  
54         780674985816782      17.233             0.002              0.0                compact            zams               end                events         971839903389106  
55         954763966261152      10.943             0.002              0.0                compact            zams               end                events         282983278722474  
56         416720030723530      19.095             0.002              0.0                compact            zams               end                events         460102246824374  
57         497089338147365      94.736             0.002              0.0                compact            zams               end                events         252090957928589  
58         626787891857082      10.226             0.002              0.0                compact            zams               end                events         478258759504071  
59         697049806897394      66.950             0.002              0.0                compact            zams               end                events         882315664386799  
60         236697530604342      13.854             0.002              0.0                compact            zams               end                events         570232221942626  
61         862785988955685      34.826             0.002              0.0                compact            zams               end                events         879023895539034  
62         877778289602408      34.594             0.002              0.0                compact            zams               end                events         854874722546678  
63         880912289136926      10.273             0.002              0.0                compact            zams               end                events         561687002158028  
64         882695638512274      11.411             0.002              0.0                compact            zams               end                events         326999519112845  
65         239889047735817      34.255             0.002              0.0                compact            zams               end                events         834684851847378  
66         459104939210897      16.120             0.002              0.0                compact            zams               end                events         596036565341578  
67         793889803460702      22.325             0.002              0.0                compact            zams               end                events         91231613372211   
68         787116004319286      10.370             0.002              0.0                compact            zams               end                events         982739988729268  
69         753314672024481      13.234             0.002              0.0                compact            zams               end                events         528105722949203  
70         917047470631309      29.193             0.002              0.0                compact            zams               end                events         805670467976543  
71         709839793878104      10.485             0.002              0.0                compact            zams               end                events         480287222944827  
72         325016160850030      10.915             0.002              0.0                compact            zams               end                events         388542960184405  
73         583410880947056      38.592             0.002              0.0                compact            zams               end                events         590472783862718  
74         158173954740075      20.796             0.002              0.0                compact            zams               end                events         87063701558737   
75         374576321364331      12.404             0.002              0.0                compact            zams               end                events         493931403830517  
76         804490555467644      38.036             0.002              0.0                compact            zams               end                events         199781668724908  
77         111756627889492      10.089             0.002              0.0                compact            zams               end                events         672547036172023  
78         318529144734957      15.471             0.002              0.0                compact            zams               end                events         720598916305088  
79         763075753469993      21.596             0.002              0.0                compact            zams               end                events         316417770531275  
80         279542518023392      10.800             0.002              0.0                compact            zams               end                events         285225484752335  
81         759385151108291      13.359             0.002              0.0                compact            zams               end                events         39476159228309   
82         313585460741497      14.441             0.002              0.0                compact            zams               end                events         704240002156644  
83         530538102567180      12.062             0.002              0.0                compact            zams               end                events         861724397217227  
84         566084389503509      24.408             0.002              0.0                compact            zams               end                events         560149772190687  
85         216401776029761      22.724             0.002              0.0                compact            zams               end                events         144916639323964  
86         942968293558481      84.326             0.002              0.0                compact            zams               end                events         944330534010115  
87         731484118292541      21.655             0.002              0.0                compact            zams               end                events         766328939600282  
88         239899262219193      14.483             0.002              0.0                compact            zams               end                events         309717371762939  
89         749820668781089      42.942             0.002              0.0                compact            zams               end                events         922833753050501  
90         192828959890290      11.047             0.002              0.0                compact            zams               end                events         949490920000051  
91         183155038651353      22.011             0.002              0.0                compact            zams               end                events         499869915423836  
92         302389379440750      52.683             0.002              0.0                compact            zams               end                events         995944743983974  
93         463333205372199      20.050             0.002              0.0                compact            zams               end                events         930327351325755  
94         124509426472276      42.256             0.002              0.0                compact            zams               end                events         457637159763366  
95         452444960040100      21.583             0.002              0.0                compact            zams               end                events         732682316984921  
96         517455363675474      15.147             0.002              0.0                compact            zams               end                events         508057083943093  
97         152257510272306      111.080            0.002              0.0                compact            zams               end                events         254658215629216  
98         314224070519997      14.843             0.002              0.0                compact            zams               end                events         560928402374514  
99         942251947818308      11.173             0.002              0.0                compact            zams               end                events         369925757337952  
100        537335376931375      11.191             0.002              0.0                compact            zams               end                events         195079159105180  
101        637229785128747      13.513             0.002              0.0                compact            zams               end                events         924157032660016  
102        338875362725411      23.715             0.002              0.0                compact            zams               end                events         675342354624257  
103        558718262200419      19.121             0.002              0.0                compact            zams               end                events         735139424747984  
104        999493129059250      13.057             0.002              0.0                compact            zams               end                events         939417489313327  
105        743936351310539      15.522             0.002              0.0                compact            zams               end                events         272361604909644  
106        374836840036385      32.489             0.002              0.0                compact            zams               end                events         521879201277363  
107        157658481567517      20.609             0.002              0.0                compact            zams               end                events         6181008671576    
108        902887007571570      19.626             0.002              0.0                compact            zams               end                events         413809655762398  
109        298247487033650      104.512            0.002              0.0                compact            zams               end                events         616659032388949  
110        237315414090700      17.851             0.002              0.0                compact            zams               end                events         713658702224535  
111        788637700068806      86.047             0.002              0.0                compact            zams               end                events         409693457508555  
112        824677173353493      16.768             0.002              0.0                compact            zams               end                events         785427039796081  
113        984953060297129      29.290             0.002              0.0                compact            zams               end                events         236597266120402  
114        905589645755331      11.273             0.002              0.0                compact            zams               end                events         776041352022403  
115        700117767718111      29.622             0.002              0.0                compact            zams               end                events         530202018711921  
116        457122651366497      11.470             0.002              0.0                compact            zams               end                events         497234373498599  
117        795612697119571      12.764             0.002              0.0                compact            zams               end                events         798458427409429  
118        199118241755633      41.857             0.002              0.0                compact            zams               end                events         767547632024461  
119        947706559651870      10.626             0.002              0.0                compact            zams               end                events         963170479684759  
120        642672295705226      19.679             0.002              0.0                compact            zams               end                events         488640435324144  
121        655390332414835      29.211             0.002              0.0                compact            zams               end                events         175978284738395  
122        432071880326917      10.640             0.002              0.0                compact            zams               end                events         504932035393561  
123        136684753155940      94.446             0.002              0.0                compact            zams               end                events         696397348310735  
124        891243536593177      10.853             0.002              0.0                compact            zams               end                events         321041004408733  
125        961074339583315      48.893             0.002              0.0                compact            zams               end                events         406157276628402  
126        707597526743490      11.650             0.002              0.0                compact            zams               end                events         339017202660052  
127        396431703018098      12.382             0.002              0.0                compact            zams               end                events         329378115142298  
128        889800437244618      21.007             0.002              0.0                compact            zams               end                events         644316156391895  
129        287795727330866      12.666             0.002              0.0                compact            zams               end                events         649722638164880  
130        181005565235865      20.090             0.002              0.0                compact            zams               end                events         176482846783617  
131        410990598720712      14.697             0.002              0.0                compact            zams               end                events         831107683802291  
132        515869215075285      25.786             0.002              0.0                compact            zams               end                events         214257523890203  
133        908262429947200      32.000             0.002              0.0                compact            zams               end                events         880175375501365  
134        179545124925109      12.774             0.002              0.0                compact            zams               end                events         957616060168077  
135        182920249469721      12.171             0.002              0.0                compact            zams               end                events         450798782445145  
136        945735000544549      30.786             0.002              0.0                compact            zams               end                events         471042131028210  
137        494410557968380      18.416             0.002              0.0                compact            zams               end                events         795116485910211  
138        495098628934002      13.414             0.002              0.0                compact            zams               end                events         479361645052285  
139        934795765108141      35.916             0.002              0.0                compact            zams               end                events         515412206969565  
140        630321503730255      40.352             0.002              0.0                compact            zams               end                events         755196363513235  
141        417323680454603      143.531            0.002              0.0                compact            zams               end                events         502139070568264  
142        601182222069013      36.967             0.002              0.0                compact            zams               end                events         34538797033620   
143        605723859912580      13.063             0.002              0.0                compact            zams               end                events         236815625291720  
144        977926897454897      15.994             0.002              0.0                compact            zams               end                events         677488762275440  
145        748574057639864      11.781             0.002              0.0                compact            zams               end                events         517519499099773  
146        856553378102784      69.758             0.002              0.0                compact            zams               end                events         509988077609352  
147        978069343937843      34.300             0.002              0.0                compact            zams               end                events         635591737657589  
148        607292285335685      23.061             0.002              0.0                compact            zams               end                events         955153408130495  
149        243470333612123      30.139             0.002              0.0                compact            zams               end                events         658642343161056  
150        242381574820357      13.798             0.002              0.0                compact            zams               end                events         479570157879744  
151        395242813616914      13.371             0.002              0.0                compact            zams               end                events         361337418327637  
152        351720281535209      26.205             0.002              0.0                compact            zams               end                events         65021037259169   
153        513664970175074      15.447             0.002              0.0                compact            zams               end                events         997855561659581  
154        287490733479734      12.206             0.002              0.0                compact            zams               end                events         948323918936653  
155        595342819797136      13.813             0.002              0.0                compact            zams               end                events         752755245184740  
156        711420298533669      13.371             0.002              0.0                compact            zams               end                events         892602516165165  
157        549534877418886      16.870             0.002              0.0                compact            zams               end                events         411542801326758  
158        567821819232014      42.517             0.002              0.0                compact            zams               end                events         494983422421645  
159        199698547775342      45.610             0.002              0.0                compact            zams               end                events         526433454541598  
160        291508277392170      74.746             0.002              0.0                compact            zams               end                events         185469025127130  
161        922211840703160      14.733             0.002              0.0                compact            zams               end                events         400046501690728  
162        142768807232306      13.427             0.002              0.0                compact            zams               end                events         327161929495898  
163        346418901482909      30.048             0.002              0.0                compact            zams               end                events         477054055768444  
164        801911734280743      58.212             0.002              0.0                compact            zams               end                events         736520641564184  
165        440843980871552      22.341             0.002              0.0                compact            zams               end                events         399891561221956  
166        105120864276573      13.066             0.002              0.0                compact            zams               end                events         363414627568087  
167        533050282460034      60.849             0.002              0.0                compact            zams               end                events         561193024775015  
168        372126691644956      11.712             0.002              0.0                compact            zams               end                events         819908033320111  
169        350682919206511      13.022             0.002              0.0                compact            zams               end                events         203337201573785  
170        538261982214691      11.794             0.002              0.0                compact            zams               end                events         349861927800160  
